Timestamp,Network Coherence,Devices,envelope
1710646431,-0.5509,232,44.08016724
1710646432,-0.8604,232,44.17113176
1710646433,-0.8767,232,44.26190096
1710646434,1.2731,232,44.35247609
1710646435,-0.1803,232,44.44285841
1710646436,-0.9651,232,44.53304912
1710646437,-0.9943,232,44.62304945
1710646438,0.2301,232,44.71286059
1710646439,-0.872,232,44.80248374
1710646440,-0.9566,232,44.89192007
1710646441,-0.9132,232,44.98117074
1710646442,4.543,232,45.0702369
1710646443,-0.9353,232,45.1591197
1710646444,-0.5153,232,45.24782026
1710646445,-0.6936,232,45.3363397
1710646446,-0.9314,232,45.42467913
1710646447,0.768,232,45.51283963
1710646448,-0.9899,232,45.60082229
1710646449,-0.2832,232,45.68862818
1710646450,-0.9965,232,45.77625836
1710646451,-0.9234,232,45.86371389
1710646452,2.9309,232,45.95099581
1710646453,0.2707,232,46.03810514
1710646454,-0.8025,232,46.1250429
1710646455,-0.7024,232,46.2118101
1710646456,-0.4882,232,46.29840775
1710646457,-0.4399,232,46.38483683
1710646458,-0.9146,232,46.47109833
1710646459,1.7909,232,46.55719321
1710646460,-0.1985,232,46.64312244
1710646461,0.0779,232,46.72888697
1710646462,-0.4652,232,46.81448775
1710646463,-0.2427,232,46.8999257
1710646464,-0.6113,232,46.98520175
1710646465,-0.9837,232,47.07031682
1710646466,0.4796,232,47.15527183
1710646467,-0.7123,232,47.24006766
1710646468,-0.7721,232,47.32470521
1710646469,-0.7525,232,47.40918536
1710646470,-0.596,232,47.49350899
1710646471,-0.6286,232,47.57767697
1710646472,-0.7958,232,47.66169015
1710646473,-0.9733,232,47.74554938
1710646474,0.233,232,47.82925551
1710646475,-0.9213,232,47.91280938
1710646476,3.8909,232,47.9962118
1710646477,-0.2694,232,48.07946361
1710646478,-0.8866,232,48.16256561
1710646479,2.2723,232,48.24551861
1710646480,2.8965,232,48.32832341
1710646481,-0.6836,232,48.4109808
1710646482,-0.9247,232,48.49349157
1710646483,-0.9962,232,48.57585649
1710646484,-0.961,232,48.65807633
1710646485,0.3351,232,48.74015186
1710646486,-0.9968,232,48.82208383
1710646487,-0.2399,232,48.903873
1710646488,-0.7448,232,48.98552011
1710646489,-0.2081,232,49.0670259
1710646490,-0.8111,232,49.14839109
1710646491,-0.7103,232,49.22961642
1710646492,3.1564,232,49.3107026
1710646493,-0.9911,232,49.39165034
1710646494,-0.4548,232,49.47246036
1710646495,0.8562,232,49.55313335
1710646496,-0.9675,232,49.63367
1710646497,-0.9893,232,49.71407101
1710646498,-0.8466,232,49.79433706
1710646499,0.2377,232,49.87446883
1710646500,-0.8871,232,49.95446698
1710646501,-0.5466,232,50.03433219
1710646502,-0.8837,232,50.11406512
1710646503,-0.2798,232,50.19366641
1710646504,0.7648,232,50.27313673
1710646505,6.3962,232,50.35247671
1710646506,0.7104,232,50.43168699
1710646507,-0.9989,232,50.51076821
1710646508,0.17,232,50.58972099
1710646509,-0.9212,232,50.66854597
1710646510,-0.8664,232,50.74724375
1710646511,-0.6529,232,50.82581496
1710646512,0.6471,232,50.9042602
1710646513,5.8138,232,50.98258007
1710646514,0.1665,232,51.06077518
1710646515,-0.8687,232,51.13884612
1710646516,-0.6566,232,51.21679348
1710646517,-0.4158,232,51.29461784
1710646518,-0.3981,232,51.37231978
1710646519,-0.8461,232,51.44989988
1710646520,-0.9788,232,51.52735872
1710646521,-0.4332,232,51.60469685
1710646522,4.4643,232,51.68191485
1710646523,-0.9004,232,51.75901326
1710646524,-0.602,232,51.83599264
1710646525,-0.3598,232,51.91285355
1710646526,3.3698,232,51.98959653
1710646527,-0.7777,232,52.06622211
1710646528,0.7879,232,52.14273084
1710646529,-0.8308,232,52.21912325
1710646530,-0.5225,232,52.29539987
1710646531,-0.9323,232,52.37156122
1710646532,0.6079,232,52.44760783
1710646533,-0.8027,232,52.5235402
1710646534,0.2984,232,52.59935886
1710646535,0.6809,232,52.67506431
1710646536,0.3145,232,52.75065707
1710646537,0.9171,232,52.82613762
1710646538,0.6883,232,52.90150647
1710646539,2.6877,232,52.97676412
1710646540,1.2316,232,53.05191105
1710646541,-0.2354,232,53.12694775
1710646542,0.0214,232,53.20187471
1710646543,-0.6697,232,53.2766924
1710646544,1.4965,232,53.35140131
1710646545,3.4276,232,53.4260019
1710646546,-0.3532,232,53.50049465
1710646547,6.1287,232,53.57488001
1710646548,-0.2483,232,53.64915847
1710646549,-0.9095,232,53.72333046
1710646550,-0.4592,232,53.79739646
1710646551,-0.9952,232,53.87135691
1710646552,-0.6509,232,53.94521226
1710646553,-0.3357,232,54.01896297
1710646554,-0.682,232,54.09260947
1710646555,-0.2124,232,54.1661522
1710646556,0.1971,232,54.2395916
1710646557,0.9313,232,54.31292812
1710646558,-0.4897,232,54.38616216
1710646559,0.1716,232,54.45929418
1710646560,-0.7383,232,54.53232458
1710646561,1.6743,232,54.6052538
1710646562,-0.9788,232,54.67808226
1710646563,-0.0374,232,54.75081036
1710646564,-0.341,232,54.82343852
1710646565,-0.9548,232,54.89596716
1710646566,-0.8667,232,54.96839668
1710646567,0.2696,232,55.04072749
1710646568,-0.6397,232,55.11295999
1710646569,-0.1422,232,55.18509458
1710646570,3.6744,232,55.25713165
1710646571,-0.9987,232,55.32907161
1710646572,-0.996,232,55.40091483
1710646573,-0.9777,232,55.47266172
1710646574,-0.7518,232,55.54431266
1710646575,0.4878,232,55.61586803
1710646576,-0.9913,232,55.68732822
1710646577,0.5421,232,55.7586936
1710646578,-0.8368,232,55.82996454
1710646579,-0.8042,232,55.90114143
1710646580,2.371,232,55.97222464
1710646581,0.1248,232,56.04321453
1710646582,-0.9995,232,56.11411146
1710646583,-0.9889,232,56.18491582
1710646584,-0.9759,232,56.25562794
1710646585,-0.5359,232,56.32624821
1710646586,-0.7812,232,56.39677696
1710646587,-0.356,232,56.46721456
1710646588,0.044,232,56.53756137
1710646589,-0.4425,232,56.60781772
1710646590,4.4077,232,56.67798397
1710646591,-0.9996,232,56.74806046
1710646592,-0.99,232,56.81804754
1710646593,-0.9683,232,56.88794555
1710646594,-0.8418,232,56.95775483
1710646595,-0.9356,232,57.02747572
1710646596,0.9025,232,57.09710854
1710646597,-0.9826,232,57.16665363
1710646598,-0.3959,232,57.23611133
1710646599,-0.5902,232,57.30548197
1710646600,-0.79,232,57.37476586
1710646601,-0.5694,232,57.44396333
1710646602,-0.9513,232,57.51307471
1710646603,-0.1812,232,57.58210032
1710646604,0.5985,232,57.65104047
1710646605,-0.9834,232,57.71989548
1710646606,-0.9923,232,57.78866567
1710646607,-0.6154,232,57.85735135
1710646608,-0.0286,232,57.92595283
1710646609,0.137,232,57.99447042
1710646610,-0.9513,232,58.06290442
1710646611,2.8381,232,58.13125515
1710646612,-0.4084,232,58.1995229
1710646613,-0.403,232,58.26770797
1710646614,0.0443,232,58.33581067
1710646615,-0.9666,232,58.40383129
1710646616,0.5917,232,58.47177014
1710646617,-0.7194,232,58.53962749
1710646618,0.276,232,58.60740366
1710646619,0.2117,232,58.67509892
1710646620,0.0679,232,58.74271356
1710646621,-0.9994,232,58.81024788
1710646622,-0.7858,232,58.87770216
1710646623,-0.741,232,58.94507668
1710646624,-0.9262,232,59.01237172
1710646625,-0.8901,232,59.07958757
1710646626,-0.9387,232,59.14672451
1710646627,1.4118,232,59.2137828
1710646628,-0.6095,232,59.28076274
1710646629,-0.6021,232,59.34766458
1710646630,-1,232,59.41448861
1710646631,0.7482,232,59.4812351
1710646632,-0.2037,232,59.54790431
1710646633,-0.7301,232,59.61449651
1710646634,0.7689,232,59.68101197
1710646635,-0.994,232,59.74745095
1710646636,1.2569,232,59.81381372
1710646637,-0.6314,232,59.88010053
1710646638,-0.9201,232,59.94631166
1710646639,0.1077,232,60.01244735
1710646640,-0.8694,232,60.07850787
1710646641,0.7097,232,60.14449346
1710646642,-0.5392,232,60.21040439
1710646643,-0.9985,232,60.27624091
1710646644,5.2639,232,60.34200327
1710646645,-0.8186,232,60.40769171
1710646646,-0.9851,232,60.47330649
1710646647,-0.9316,232,60.53884786
1710646648,-0.5883,232,60.60431605
1710646649,-0.7234,232,60.66971132
1710646650,-0.9987,232,60.73503391
1710646651,-0.0976,232,60.80028406
1710646652,-0.9997,232,60.86546201
1710646653,1.2926,232,60.930568
1710646654,-0.996,232,60.99560227
1710646655,-0.1606,232,61.06056505
1710646656,-0.3,232,61.12545658
1710646657,-0.9935,232,61.19027709
1710646658,-0.9665,232,61.25502682
1710646659,-0.9637,232,61.31970599
1710646660,-0.9596,232,61.38431485
1710646661,1.2452,232,61.4488536
1710646662,-0.3075,232,61.5133225
1710646663,2.945,232,61.57772175
1710646664,-0.1899,232,61.64205158
1710646665,-0.8502,232,61.70631223
1710646666,1.0463,232,61.77050391
1710646667,-0.4971,232,61.83462684
1710646668,-0.4288,232,61.89868125
1710646669,-0.987,232,61.96266735
1710646670,-0.9823,232,62.02658536
1710646671,-0.9852,232,62.0904355
1710646672,-0.514,232,62.15421798
1710646673,-0.3616,232,62.21793303
1710646674,-0.969,232,62.28158084
1710646675,2.1643,232,62.34516164
1710646676,3.935,232,62.40867563
1710646677,0.1148,232,62.47212303
1710646678,-0.9858,232,62.53550405
1710646679,-0.7783,232,62.59881889
1710646680,-0.496,232,62.66206775
1710646681,-0.9644,232,62.72525086
1710646682,0.9517,232,62.7883684
1710646683,-0.2595,232,62.85142059
1710646684,-0.9242,232,62.91440762
1710646685,0.8392,232,62.9773297
1710646686,-0.3893,232,63.04018703
1710646687,1.2374,232,63.10297981
1710646688,1.8927,232,63.16570824
1710646689,0.1326,232,63.22837251
1710646690,-0.9166,232,63.29097282
1710646691,2.5112,232,63.35350936
1710646692,-0.9976,232,63.41598234
1710646693,-0.8328,232,63.47839194
1710646694,-0.9864,232,63.54073835
1710646695,0.2747,232,63.60302178
1710646696,0.0106,232,63.6652424
1710646697,-0.8999,232,63.72740041
1710646698,-0.0561,232,63.78949599
1710646699,-0.9896,232,63.85152934
1710646700,2.1873,232,63.91350065
1710646701,-0.7648,232,63.97541008
1710646702,-0.0638,232,64.03725785
1710646703,0.3722,232,64.09904411
1710646704,-0.1385,232,64.16076907
1710646705,-0.7307,232,64.22243289
1710646706,-0.9381,232,64.28403577
1710646707,-0.6493,232,64.34557788
1710646708,0.1734,232,64.4070594
1710646709,-0.4769,232,64.46848052
1710646710,-0.0408,232,64.5298414
1710646711,-1,232,64.59114223
1710646712,0.5704,232,64.65238318
1710646713,0.6411,232,64.71356442
1710646714,-0.9193,232,64.77468614
1710646715,-0.6669,232,64.83574849
1710646716,-0.7917,232,64.89675167
1710646717,6.5693,232,64.95769584
1710646718,-0.988,232,65.01858116
1710646719,0.0603,232,65.07940781
1710646720,0.7019,232,65.14017597
1710646721,8.2857,232,65.20088578
1710646722,-0.8587,232,65.26153744
1710646723,-0.6286,232,65.3221311
1710646724,-0.9172,232,65.38266692
1710646725,-0.6484,232,65.44314508
1710646726,1.517,232,65.50356573
1710646727,4.5623,232,65.56392905
1710646728,-0.9541,232,65.62423519
1710646729,-0.9882,232,65.68448431
1710646730,-0.1401,232,65.74467659
1710646731,2.4468,232,65.80481217
1710646732,-0.683,232,65.86489122
1710646733,0.3833,232,65.9249139
1710646734,-0.9957,232,65.98488036
1710646735,-0.9243,232,66.04479077
1710646736,0.2379,232,66.10464528
1710646737,-0.3633,232,66.16444404
1710646738,-0.0618,232,66.22418722
1710646739,-0.9375,232,66.28387496
1710646740,-0.6133,232,66.34350743
1710646741,-0.6957,232,66.40308477
1710646742,-0.9968,232,66.46260713
1710646743,-0.7223,232,66.52207468
1710646744,-0.9754,232,66.58148755
1710646745,0.3931,232,66.6408459
1710646746,-0.9588,232,66.70014989
1710646747,-0.8983,232,66.75939965
1710646748,-0.8784,232,66.81859534
1710646749,-0.1233,232,66.87773711
1710646750,-0.2201,232,66.9368251
1710646751,-0.0816,232,66.99585945
1710646752,0.5826,232,67.05484033
1710646753,-0.5101,232,67.11376786
1710646754,0.6649,232,67.1726422
1710646755,-0.9976,232,67.23146348
1710646756,-0.7963,232,67.29023186
1710646757,-0.9929,232,67.34894747
1710646758,-0.9937,232,67.40761045
1710646759,-0.9409,232,67.46622096
1710646760,-0.5987,232,67.52477912
1710646761,-0.2,232,67.58328507
1710646762,-0.9998,232,67.64173897
1710646763,-0.2441,232,67.70014094
1710646764,-0.9962,232,67.75849112
1710646765,-0.7665,232,67.81678966
1710646766,-0.1143,232,67.87503668
1710646767,-0.972,232,67.93323233
1710646768,1.7143,232,67.99137674
1710646769,-0.8068,232,68.04947005
1710646770,-0.0431,232,68.10751238
1710646771,1.4587,232,68.16550388
1710646772,-0.7157,232,68.22344467
1710646773,-0.9956,232,68.2813349
1710646774,-0.7509,232,68.33917468
1710646775,7.6765,232,68.39696416
1710646776,-0.0581,232,68.45470347
1710646777,-0.9659,232,68.51239273
1710646778,-0.7983,232,68.57003207
1710646779,-0.6741,232,68.62762163
1710646780,-0.8191,232,68.68516154
1710646781,-0.035,232,68.74265191
1710646782,0.0208,232,68.80009288
1710646783,-0.7359,232,68.85748458
1710646784,-0.906,232,68.91482714
1710646785,-0.4394,232,68.97212067
1710646786,-0.6132,232,69.0293653
1710646787,-0.9648,232,69.08656117
1710646788,-0.8828,232,69.14370839
1710646789,-0.6916,232,69.20080708
1710646790,-0.9593,232,69.25785738
1710646791,-0.9507,232,69.3148594
1710646792,-0.9398,232,69.37181327
1710646793,0.8474,232,69.42871911
1710646794,-0.9987,232,69.48557703
1710646795,-0.9993,232,69.54238717
1710646796,-0.6684,232,69.59914964
1710646797,-0.7533,232,69.65586455
1710646798,-0.3885,232,69.71253204
1710646799,-0.5754,232,69.76915222
1710646800,-0.9457,232,69.8257252
1710646801,-0.0118,232,69.88225111
1710646802,1.3907,232,69.93873005
1710646803,-0.329,232,69.99516216
1710646804,2.6783,232,70.05154754
1710646805,0.0892,232,70.10788632
1710646806,-0.9921,232,70.1641786
1710646807,-0.3749,232,70.2204245
1710646808,-0.4136,232,70.27662413
1710646809,-0.976,232,70.33277762
1710646810,2.13,232,70.38888507
1710646811,-0.4693,232,70.4449466
1710646812,1.9678,232,70.50096231
1710646813,-0.9325,232,70.55693233
1710646814,-0.9629,232,70.61285676
1710646815,-0.9794,232,70.66873571
1710646816,2.8312,232,70.7245693
1710646817,-0.293,232,70.78035763
1710646818,-0.8919,232,70.83610082
1710646819,-0.9996,232,70.89179897
1710646820,4.5026,232,70.94745219
1710646821,-0.7912,232,71.0030606
1710646822,0.4375,232,71.05862429
1710646823,-0.3398,232,71.11414339
1710646824,5.0814,232,71.16961798
1710646825,-0.9965,232,71.22504819
1710646826,-0.8501,232,71.28043412
1710646827,-0.9109,232,71.33577587
1710646828,-0.6721,232,71.39107355
1710646829,-0.7652,232,71.44632727
1710646830,-0.8704,232,71.50153712
1710646831,-0.532,232,71.55670322
1710646832,2.9539,232,71.61182567
1710646833,0.5202,232,71.66690457
1710646834,1.797,232,71.72194002
1710646835,0.1118,232,71.77693212
1710646836,0.0553,232,71.83188099
1710646837,-0.9792,232,71.88678672
1710646838,0.8464,232,71.94164941
1710646839,-0.0129,232,71.99646916
1710646840,-0.9739,232,72.05124607
1710646841,0.4011,232,72.10598025
1710646842,-0.5858,232,72.1606718
1710646843,-0.9529,232,72.2153208
1710646844,1.3315,232,72.26992737
1710646845,-0.882,232,72.32449161
1710646846,-0.7096,232,72.3790136
1710646847,-0.9418,232,72.43349345
1710646848,0.9902,232,72.48793125
1710646849,-0.7645,232,72.5423271
1710646850,0.2869,232,72.59668111
1710646851,-0.9572,232,72.65099336
1710646852,-0.8757,232,72.70526395
1710646853,-0.7158,232,72.75949298
1710646854,-0.6949,232,72.81368054
1710646855,-0.6379,232,72.86782673
1710646856,-0.5438,232,72.92193165
1710646857,-0.968,232,72.97599538
1710646858,-0.9569,232,73.03001801
1710646859,-0.9671,232,73.08399966
1710646860,-0.2566,232,73.1379404
1710646861,1.1891,232,73.19184033
1710646862,0.5236,232,73.24569954
1710646863,2.9852,232,73.29951813
1710646864,0.9072,232,73.35329618
1710646865,-0.294,232,73.4070338
1710646866,-0.7564,232,73.46073106
1710646867,-0.5897,232,73.51438806
1710646868,-0.5828,232,73.56800489
1710646869,-0.0504,232,73.62158164
1710646870,2.0423,232,73.6751184
1710646871,-0.1267,232,73.72861526
1710646872,1.301,232,73.78207231
1710646873,0.6796,232,73.83548964
1710646874,-0.9982,232,73.88886733
1710646875,2.7882,232,73.94220548
1710646876,-0.9849,232,73.99550417
1710646877,-0.9411,232,74.04876348
1710646878,2.6106,232,74.10198352
1710646879,-0.5017,232,74.15516435
1710646880,-0.9999,232,74.20830608
1710646881,-0.43,232,74.26140878
1710646882,1.6049,232,74.31447254
1710646883,6.5603,232,74.36749745
1710646884,-0.7835,232,74.42048359
1710646885,-0.9992,232,74.47343105
1710646886,0.653,232,74.52633991
1710646887,-0.7913,232,74.57921026
1710646888,-0.275,232,74.63204217
1710646889,0.891,232,74.68483574
1710646890,0.1112,232,74.73759105
1710646891,-0.4856,232,74.79030818
1710646892,-0.8241,232,74.84298721
1710646893,-0.8352,232,74.89562822
1710646894,-0.9317,232,74.9482313
1710646895,-0.9396,232,75.00079654
1710646896,-0.9993,232,75.053324
1710646897,-0.6043,232,75.10581377
1710646898,-0.9131,232,75.15826594
1710646899,3.8953,232,75.21068058
1710646900,2.3993,232,75.26305778
1710646901,2.5784,232,75.31539761
1710646902,0.1283,232,75.36770016
1710646903,-0.9796,232,75.4199655
1710646904,-0.7401,232,75.47219371
1710646905,-0.1447,232,75.52438488
1710646906,-0.0499,232,75.57653907
1710646907,0.0284,232,75.62865638
1710646908,-0.4609,232,75.68073687
1710646909,-0.963,232,75.73278063
1710646910,0.2857,232,75.78478774
1710646911,0.1467,232,75.83675826
1710646912,-0.6762,232,75.88869228
1710646913,-0.9187,232,75.94058987
1710646914,-0.7692,232,75.99245112
1710646915,-0.4725,232,76.04427609
1710646916,-0.632,232,76.09606487
1710646917,-0.0399,232,76.14781753
1710646918,-0.1587,232,76.19953414
1710646919,-0.6626,232,76.25121477
1710646920,-0.2626,232,76.30285952
1710646921,0.8006,232,76.35446844
1710646922,-0.6745,232,76.40604162
1710646923,-0.7944,232,76.45757912
1710646924,-0.3785,232,76.50908103
1710646925,-0.5841,232,76.56054741
1710646926,-0.5223,232,76.61197834
1710646927,-0.8205,232,76.6633739
1710646928,-0.8757,232,76.71473415
1710646929,0.8146,232,76.76605916
1710646930,-0.9979,232,76.81734902
1710646931,1.6949,232,76.86860378
1710646932,-0.9727,232,76.91982354
1710646933,2.8745,232,76.97100834
1710646934,-0.9602,232,77.02215828
1710646935,-0.6736,232,77.07327341
1710646936,1.4152,232,77.12435382
1710646937,0.9812,232,77.17539956
1710646938,-0.8279,232,77.22641071
1710646939,-0.9906,232,77.27738734
1710646940,-0.9876,232,77.32832953
1710646941,2.8407,232,77.37923733
1710646942,-0.97,232,77.43011083
1710646943,-0.8118,232,77.48095008
1710646944,-0.5311,232,77.53175517
1710646945,1.2899,232,77.58252614
1710646946,1.3825,232,77.63326309
1710646947,-0.5323,232,77.68396607
1710646948,-0.9779,232,77.73463515
1710646949,-0.9994,232,77.7852704
1710646950,-0.9785,232,77.83587189
